Date,Close
8/19/2015 16:00:00,11.94
8/20/2015 16:00:00,11.68
8/21/2015 16:00:00,11.51
8/24/2015 16:00:00,10.95
8/25/2015 16:00:00,11
8/26/2015 16:00:00,11.27
8/27/2015 16:00:00,11.7
8/28/2015 16:00:00,11.55
8/31/2015 16:00:00,11.56
9/1/2015 16:00:00,11.31
9/2/2015 16:00:00,11.33
9/3/2015 16:00:00,11.36
9/4/2015 16:00:00,11.1
9/8/2015 16:00:00,11.43
9/9/2015 16:00:00,11.5
9/10/2015 16:00:00,11.5
9/11/2015 16:00:00,11.46
9/14/2015 16:00:00,11.43
9/15/2015 16:00:00,11.52
9/16/2015 16:00:00,11.78
9/17/2015 16:00:00,11.78
9/18/2015 16:00:00,11.64
9/21/2015 16:00:00,11.57
9/22/2015 16:00:00,11.46
9/23/2015 16:00:00,11.18
9/24/2015 16:00:00,11.12
9/25/2015 16:00:00,11.11
9/28/2015 16:00:00,10.92
9/29/2015 16:00:00,10.82
9/30/2015 16:00:00,11.03
10/1/2015 16:00:00,10.98
10/2/2015 16:00:00,11.18
10/5/2015 16:00:00,11.47
10/6/2015 16:00:00,11.56
10/7/2015 16:00:00,11.91
10/8/2015 16:00:00,12.12
10/9/2015 16:00:00,12.27
10/12/2015 16:00:00,12.27
10/13/2015 16:00:00,12.06
10/14/2015 16:00:00,12.17
10/15/2015 16:00:00,12.39
10/16/2015 16:00:00,12.36
10/19/2015 16:00:00,12.27
10/20/2015 16:00:00,12.21
10/21/2015 16:00:00,12.07
10/22/2015 16:00:00,12.21
10/23/2015 16:00:00,12.39
10/26/2015 16:00:00,12.05
10/27/2015 16:00:00,11.94
10/28/2015 16:00:00,11.88
10/29/2015 16:00:00,11.86
10/30/2015 16:00:00,11.91
11/2/2015 16:00:00,12.02
11/3/2015 16:00:00,12.28
11/4/2015 16:00:00,12.27
11/5/2015 16:00:00,12.17
11/6/2015 16:00:00,12
11/9/2015 16:00:00,11.85
11/10/2015 16:00:00,11.76
11/11/2015 16:00:00,11.71
11/12/2015 16:00:00,11.58
11/13/2015 16:00:00,11.38
11/16/2015 16:00:00,11.52
11/17/2015 16:00:00,11.68
11/18/2015 16:00:00,11.61
11/19/2015 16:00:00,11.8
11/20/2015 16:00:00,11.93
11/23/2015 16:00:00,11.91
11/24/2015 16:00:00,11.9
11/25/2015 16:00:00,11.83
11/27/2015 16:00:00,11.62
11/30/2015 16:00:00,11.54
12/1/2015 16:00:00,11.68
12/2/2015 16:00:00,11.55
12/3/2015 16:00:00,11.5
12/4/2015 16:00:00,11.45
12/7/2015 16:00:00,11.31
12/8/2015 16:00:00,11.16
12/9/2015 16:00:00,11.21
12/10/2015 16:00:00,11.1
12/11/2015 16:00:00,10.84
12/14/2015 16:00:00,9.62
12/15/2015 16:00:00,9.75
12/16/2015 16:00:00,9.86
12/17/2015 16:00:00,9.89
12/18/2015 16:00:00,9.77
12/21/2015 16:00:00,9.75
12/22/2015 16:00:00,9.83
12/23/2015 16:00:00,9.93
12/24/2015 16:00:00,10.02
12/28/2015 16:00:00,10.15
12/29/2015 16:00:00,9.97
12/30/2015 16:00:00,9.89
12/31/2015 16:00:00,9.97
1/4/2016 16:00:00,9.8
1/5/2016 16:00:00,9.86
1/6/2016 16:00:00,9.65
1/7/2016 16:00:00,9.41
1/8/2016 16:00:00,9.28
1/11/2016 16:00:00,9.23
1/12/2016 16:00:00,9.19
1/13/2016 16:00:00,9.09
1/14/2016 16:00:00,9.24
1/15/2016 16:00:00,8.82
1/19/2016 16:00:00,8.83
1/20/2016 16:00:00,8.65
1/21/2016 16:00:00,8.75
1/22/2016 16:00:00,9.04
1/25/2016 16:00:00,8.96
1/26/2016 16:00:00,9.12
1/27/2016 16:00:00,9.08
1/28/2016 16:00:00,9.25
1/29/2016 16:00:00,9.47
2/1/2016 16:00:00,9.44
2/2/2016 16:00:00,9.28
2/3/2016 16:00:00,9.46
2/4/2016 16:00:00,9.55
2/5/2016 16:00:00,9.44
2/8/2016 16:00:00,9.28
2/9/2016 16:00:00,9.01
2/10/2016 16:00:00,9.15
2/11/2016 16:00:00,9.09
2/12/2016 16:00:00,9.19
2/16/2016 16:00:00,9.36
2/17/2016 16:00:00,9.56
2/18/2016 16:00:00,9.48
2/19/2016 16:00:00,9.48
2/22/2016 16:00:00,9.64
2/23/2016 16:00:00,9.58
2/24/2016 16:00:00,9.5
2/25/2016 16:00:00,9.56
2/26/2016 16:00:00,9.49
2/29/2016 16:00:00,9.56
3/1/2016 16:00:00,9.83
3/2/2016 16:00:00,9.94
3/3/2016 16:00:00,10.01
3/4/2016 16:00:00,10.31
3/7/2016 16:00:00,10.36
3/8/2016 16:00:00,10.29
3/9/2016 16:00:00,10.37
3/10/2016 16:00:00,10.36
3/11/2016 16:00:00,10.59
3/14/2016 16:00:00,10.53
3/15/2016 16:00:00,10.35
3/16/2016 16:00:00,10.43
3/17/2016 16:00:00,10.64
3/18/2016 16:00:00,10.77
3/21/2016 16:00:00,10.8
3/22/2016 16:00:00,10.76
3/23/2016 16:00:00,10.65
3/24/2016 16:00:00,10.63
3/28/2016 16:00:00,10.57
3/29/2016 16:00:00,10.64
3/30/2016 16:00:00,10.76
3/31/2016 16:00:00,10.82
4/1/2016 16:00:00,10.77
4/4/2016 16:00:00,10.68
4/5/2016 16:00:00,10.49
4/6/2016 16:00:00,10.6
4/7/2016 16:00:00,10.44
4/8/2016 16:00:00,10.59
4/11/2016 16:00:00,10.75
4/12/2016 16:00:00,10.97
4/13/2016 16:00:00,11.13
4/14/2016 16:00:00,11.09
4/15/2016 16:00:00,10.99
4/18/2016 16:00:00,11.07
4/19/2016 16:00:00,11.22
4/20/2016 16:00:00,11.19
4/21/2016 16:00:00,11.1
4/22/2016 16:00:00,11.1
4/25/2016 16:00:00,10.99
4/26/2016 16:00:00,11.13
4/27/2016 16:00:00,11.21
4/28/2016 16:00:00,11.09
4/29/2016 16:00:00,11.06
5/2/2016 16:00:00,11.03
5/3/2016 16:00:00,10.78
5/4/2016 16:00:00,10.71
5/5/2016 16:00:00,10.74
5/6/2016 16:00:00,10.73
5/9/2016 16:00:00,10.61
5/10/2016 16:00:00,10.7
5/11/2016 16:00:00,10.75
5/12/2016 16:00:00,10.72
5/13/2016 16:00:00,10.52
5/16/2016 16:00:00,10.63
5/17/2016 16:00:00,10.62
5/18/2016 16:00:00,10.58
5/19/2016 16:00:00,10.5
5/20/2016 16:00:00,10.51
5/23/2016 16:00:00,10.6
5/24/2016 16:00:00,10.66
5/25/2016 16:00:00,10.75
5/26/2016 16:00:00,10.86
5/27/2016 16:00:00,10.84
5/31/2016 16:00:00,11
6/1/2016 16:00:00,10.89
6/2/2016 16:00:00,10.99
6/3/2016 16:00:00,11.12
6/6/2016 16:00:00,11.26
6/7/2016 16:00:00,11.37
6/8/2016 16:00:00,11.53
6/9/2016 16:00:00,11.38
6/10/2016 16:00:00,11.17
6/13/2016 16:00:00,10.89
6/14/2016 16:00:00,10.87
6/15/2016 16:00:00,10.96
6/16/2016 16:00:00,10.94
6/17/2016 16:00:00,11.02
6/20/2016 16:00:00,11.18
6/21/2016 16:00:00,11.23
6/22/2016 16:00:00,11.31
6/23/2016 16:00:00,11.5
6/24/2016 16:00:00,10.92
6/27/2016 16:00:00,10.76
6/28/2016 16:00:00,11.05
6/29/2016 16:00:00,11.29
6/30/2016 16:00:00,11.39
7/1/2016 16:00:00,11.52
7/5/2016 16:00:00,11.3
7/6/2016 16:00:00,11.33
7/7/2016 16:00:00,11.38
7/8/2016 16:00:00,11.58
7/11/2016 16:00:00,11.66
7/12/2016 16:00:00,11.87
7/13/2016 16:00:00,11.83
7/14/2016 16:00:00,12
7/15/2016 16:00:00,11.93
7/18/2016 16:00:00,12.01
7/19/2016 16:00:00,11.89
7/20/2016 16:00:00,11.96
7/21/2016 16:00:00,11.91
7/22/2016 16:00:00,12.06
7/25/2016 16:00:00,11.94
7/26/2016 16:00:00,12.12
7/27/2016 16:00:00,12.14
7/28/2016 16:00:00,12.21
7/29/2016 16:00:00,12.24
8/1/2016 16:00:00,12.36
8/2/2016 16:00:00,12.23
8/3/2016 16:00:00,12.29
8/4/2016 16:00:00,12.36
8/5/2016 16:00:00,12.42
8/8/2016 16:00:00,12.54
8/9/2016 16:00:00,12.64
8/10/2016 16:00:00,12.67
8/11/2016 16:00:00,12.79
8/12/2016 16:00:00,12.77
8/15/2016 16:00:00,12.87
8/16/2016 16:00:00,12.86
8/17/2016 16:00:00,12.71
8/18/2016 16:00:00,12.82
8/19/2016 16:00:00,12.8
8/22/2016 16:00:00,12.7
8/23/2016 16:00:00,12.66
8/24/2016 16:00:00,12.59
8/25/2016 16:00:00,12.66
8/26/2016 16:00:00,12.63
8/29/2016 16:00:00,12.72
8/30/2016 16:00:00,12.61
8/31/2016 16:00:00,12.56
9/1/2016 16:00:00,12.57
9/2/2016 16:00:00,12.74
9/6/2016 16:00:00,12.99
9/7/2016 16:00:00,13
9/8/2016 16:00:00,12.97
9/9/2016 16:00:00,12.62
9/12/2016 16:00:00,12.62
9/13/2016 16:00:00,12.26
9/14/2016 16:00:00,12.28
9/15/2016 16:00:00,12.47
9/16/2016 16:00:00,12.37
9/19/2016 16:00:00,12.42
9/20/2016 16:00:00,12.42
9/21/2016 16:00:00,12.68
9/22/2016 16:00:00,12.8
9/23/2016 16:00:00,12.67
9/26/2016 16:00:00,12.46
9/27/2016 16:00:00,12.63
9/28/2016 16:00:00,12.72
9/29/2016 16:00:00,12.53
9/30/2016 16:00:00,12.63
10/3/2016 16:00:00,12.62
10/4/2016 16:00:00,12.51
10/5/2016 16:00:00,12.7
10/6/2016 16:00:00,12.66
10/7/2016 16:00:00,12.66
10/10/2016 16:00:00,12.78
10/11/2016 16:00:00,12.47
10/12/2016 16:00:00,12.43
10/13/2016 16:00:00,12.36
10/14/2016 16:00:00,12.44
10/17/2016 16:00:00,12.39
10/18/2016 16:00:00,12.6
10/19/2016 16:00:00,12.76
10/20/2016 16:00:00,12.74
10/21/2016 16:00:00,12.77
10/24/2016 16:00:00,12.78
10/25/2016 16:00:00,12.82
10/26/2016 16:00:00,12.71
10/27/2016 16:00:00,12.6
10/28/2016 16:00:00,12.51
10/31/2016 16:00:00,12.63
11/1/2016 16:00:00,12.57
11/2/2016 16:00:00,12.3
11/3/2016 16:00:00,12.3
11/4/2016 16:00:00,12.23
11/7/2016 16:00:00,12.59
11/8/2016 16:00:00,12.69
11/9/2016 16:00:00,12.29
11/10/2016 16:00:00,12.15
11/11/2016 16:00:00,11.9
11/14/2016 16:00:00,11.75
11/15/2016 16:00:00,11.92
11/16/2016 16:00:00,11.79
11/17/2016 16:00:00,11.81
11/18/2016 16:00:00,11.8
11/21/2016 16:00:00,11.9
11/22/2016 16:00:00,12.08
11/23/2016 16:00:00,11.96
11/25/2016 16:00:00,12.03
11/28/2016 16:00:00,12.03
11/29/2016 16:00:00,12.01
11/30/2016 16:00:00,12.12
12/1/2016 16:00:00,11.98
12/2/2016 16:00:00,11.88
12/5/2016 16:00:00,11.97
12/6/2016 16:00:00,12.1
12/7/2016 16:00:00,12.28
12/8/2016 16:00:00,12.23
12/9/2016 16:00:00,12.22
12/12/2016 16:00:00,12.06
12/13/2016 16:00:00,12.05
12/14/2016 16:00:00,11.78
12/15/2016 16:00:00,11.85
12/16/2016 16:00:00,11.8
12/19/2016 16:00:00,11.78
12/20/2016 16:00:00,11.72
12/21/2016 16:00:00,11.73
12/22/2016 16:00:00,11.61
12/23/2016 16:00:00,11.84
12/27/2016 16:00:00,11.82
12/28/2016 16:00:00,11.95
12/29/2016 16:00:00,12.15
12/30/2016 16:00:00,12.09
1/3/2017 16:00:00,12.33
1/4/2017 16:00:00,12.46
1/5/2017 16:00:00,12.55
1/6/2017 16:00:00,12.52
1/9/2017 16:00:00,12.47
1/10/2017 16:00:00,12.59
1/11/2017 16:00:00,12.67
1/12/2017 16:00:00,12.77
1/13/2017 16:00:00,12.73
1/17/2017 16:00:00,12.69
1/18/2017 16:00:00,12.56
1/19/2017 16:00:00,12.53
1/20/2017 16:00:00,12.54
1/23/2017 16:00:00,12.7
1/24/2017 16:00:00,12.8
1/25/2017 16:00:00,12.85
1/26/2017 16:00:00,12.87
1/27/2017 16:00:00,12.92
1/30/2017 16:00:00,12.83
1/31/2017 16:00:00,12.85
2/1/2017 16:00:00,12.9
2/2/2017 16:00:00,12.93
2/3/2017 16:00:00,13.02
2/6/2017 16:00:00,13.01
2/7/2017 16:00:00,13.01
2/8/2017 16:00:00,13.1
2/9/2017 16:00:00,13.15
2/10/2017 16:00:00,13.2
2/13/2017 16:00:00,13.38
2/14/2017 16:00:00,13.33
2/15/2017 16:00:00,13.38
2/16/2017 16:00:00,13.42
2/17/2017 16:00:00,13.41
2/21/2017 16:00:00,13.53
2/22/2017 16:00:00,13.63
2/23/2017 16:00:00,13.63
2/24/2017 16:00:00,13.55
2/27/2017 16:00:00,13.51
2/28/2017 16:00:00,13.43
3/1/2017 16:00:00,13.54
3/2/2017 16:00:00,13.28
3/3/2017 16:00:00,13.34
3/6/2017 16:00:00,13.36
3/7/2017 16:00:00,13.43
3/8/2017 16:00:00,13.34
3/9/2017 16:00:00,13.24
3/10/2017 16:00:00,13.32
3/13/2017 16:00:00,13.53
3/14/2017 16:00:00,13.49
3/15/2017 16:00:00,13.95
3/16/2017 16:00:00,13.86
3/17/2017 16:00:00,13.92
3/20/2017 16:00:00,14.04
3/21/2017 16:00:00,13.94
3/22/2017 16:00:00,14
3/23/2017 16:00:00,14.02
3/24/2017 16:00:00,13.93
3/27/2017 16:00:00,13.92
3/28/2017 16:00:00,14.05
3/29/2017 16:00:00,14.07
3/30/2017 16:00:00,14.08
3/31/2017 16:00:00,14.02
4/3/2017 16:00:00,14.16
4/4/2017 16:00:00,14.19
4/5/2017 16:00:00,14.2
4/6/2017 16:00:00,14.27
4/7/2017 16:00:00,14.25
4/10/2017 16:00:00,14.17
4/11/2017 16:00:00,14.14
4/12/2017 16:00:00,14.09
4/13/2017 16:00:00,14.08
4/17/2017 16:00:00,14.15
4/18/2017 16:00:00,14.04
4/19/2017 16:00:00,13.89
4/20/2017 16:00:00,14.03
4/21/2017 16:00:00,14.07
4/24/2017 16:00:00,14.24
4/25/2017 16:00:00,14.27
4/26/2017 16:00:00,14.31
4/27/2017 16:00:00,14.32
4/28/2017 16:00:00,14.36
5/1/2017 16:00:00,14.46
5/2/2017 16:00:00,14.53
5/3/2017 16:00:00,14.46
5/4/2017 16:00:00,14.36
5/5/2017 16:00:00,14.43
5/8/2017 16:00:00,14.5
5/9/2017 16:00:00,14.66
5/10/2017 16:00:00,14.77
5/11/2017 16:00:00,14.78
5/12/2017 16:00:00,14.92
5/15/2017 16:00:00,15.17
5/16/2017 16:00:00,15.22
5/17/2017 16:00:00,15.03
5/18/2017 16:00:00,14.73
5/19/2017 16:00:00,14.9
5/22/2017 16:00:00,14.99
5/23/2017 16:00:00,15.05
5/24/2017 16:00:00,15.1
5/25/2017 16:00:00,15.04
5/26/2017 16:00:00,15.11
5/30/2017 16:00:00,15.09
5/31/2017 16:00:00,14.98
6/1/2017 16:00:00,15.14
6/2/2017 16:00:00,15.2
6/5/2017 16:00:00,15.14
6/6/2017 16:00:00,15.19
6/7/2017 16:00:00,15.1
6/8/2017 16:00:00,15.17
6/9/2017 16:00:00,15.2
6/12/2017 16:00:00,15.08
6/13/2017 16:00:00,15.02
6/14/2017 16:00:00,15.08
6/15/2017 16:00:00,14.91
6/16/2017 16:00:00,14.82
6/19/2017 16:00:00,14.95
6/20/2017 16:00:00,14.88
6/21/2017 16:00:00,14.98
6/22/2017 16:00:00,15.12
6/23/2017 16:00:00,15.04
6/26/2017 16:00:00,15.14
6/27/2017 16:00:00,14.98
6/28/2017 16:00:00,15.05
6/29/2017 16:00:00,14.83
6/30/2017 16:00:00,14.91
7/3/2017 16:00:00,14.96
7/5/2017 16:00:00,14.93
7/6/2017 16:00:00,14.75
7/7/2017 16:00:00,14.88
7/10/2017 16:00:00,14.99
7/11/2017 16:00:00,15.02
7/12/2017 16:00:00,15.29
7/13/2017 16:00:00,15.45
7/14/2017 16:00:00,15.65
7/17/2017 16:00:00,15.71
7/18/2017 16:00:00,15.81
7/19/2017 16:00:00,16
7/20/2017 16:00:00,15.96
7/21/2017 16:00:00,15.88
7/24/2017 16:00:00,15.94
7/25/2017 16:00:00,16.03
7/26/2017 16:00:00,16.03
7/27/2017 16:00:00,16.03
7/28/2017 16:00:00,15.97
7/31/2017 16:00:00,15.95
8/1/2017 16:00:00,16.11
8/2/2017 16:00:00,16.1
8/3/2017 16:00:00,15.96
8/4/2017 16:00:00,16.06
8/7/2017 16:00:00,16.22
8/8/2017 16:00:00,16.22
8/9/2017 16:00:00,16.03
8/10/2017 16:00:00,15.57
8/11/2017 16:00:00,15.61
8/14/2017 16:00:00,15.67
8/15/2017 16:00:00,15.62
8/16/2017 16:00:00,15.82
8/17/2017 16:00:00,15.78
8/18/2017 16:00:00,15.83
8/21/2017 16:00:00,15.92
8/22/2017 16:00:00,16.15
8/23/2017 16:00:00,16.18
8/24/2017 16:00:00,16.26
8/25/2017 16:00:00,16.35
8/28/2017 16:00:00,16.38
8/29/2017 16:00:00,16.32
8/30/2017 16:00:00,16.35
8/31/2017 16:00:00,16.45
9/1/2017 16:00:00,16.42
9/5/2017 16:00:00,16.27
9/6/2017 16:00:00,16.39
9/7/2017 16:00:00,16.49
9/8/2017 16:00:00,16.48
9/11/2017 16:00:00,16.62
9/12/2017 16:00:00,16.6
9/13/2017 16:00:00,16.66
9/14/2017 16:00:00,16.78
9/15/2017 16:00:00,16.81
9/18/2017 16:00:00,17.02
9/19/2017 16:00:00,16.97
9/20/2017 16:00:00,16.89
9/21/2017 16:00:00,16.98
9/22/2017 16:00:00,16.84
9/25/2017 16:00:00,16.71
9/26/2017 16:00:00,16.65
9/27/2017 16:00:00,16.47
9/28/2017 16:00:00,16.37
9/29/2017 16:00:00,16.49
10/2/2017 16:00:00,16.68
10/3/2017 16:00:00,16.83
10/4/2017 16:00:00,16.88
10/5/2017 16:00:00,17.18
10/6/2017 16:00:00,17.01
10/9/2017 16:00:00,16.99
10/10/2017 16:00:00,17.13
10/11/2017 16:00:00,17.17
10/12/2017 16:00:00,17.19
10/13/2017 16:00:00,17.29
10/16/2017 16:00:00,17.26
10/17/2017 16:00:00,17.17
10/18/2017 16:00:00,17.16
10/19/2017 16:00:00,17.05
10/20/2017 16:00:00,17.04
10/23/2017 16:00:00,16.9
10/24/2017 16:00:00,16.98
10/25/2017 16:00:00,16.95
10/26/2017 16:00:00,16.92
10/27/2017 16:00:00,16.95
10/30/2017 16:00:00,16.79
10/31/2017 16:00:00,16.97
11/1/2017 16:00:00,17.12
11/2/2017 16:00:00,17.13
11/3/2017 16:00:00,17.15
11/6/2017 16:00:00,17.18
11/7/2017 16:00:00,17.19
11/8/2017 16:00:00,17.26
11/9/2017 16:00:00,17.13
11/10/2017 16:00:00,17.09
11/13/2017 16:00:00,16.88
11/14/2017 16:00:00,16.83
11/15/2017 16:00:00,16.75
11/16/2017 16:00:00,17.06
11/17/2017 16:00:00,17.11
11/20/2017 16:00:00,17.35
11/21/2017 16:00:00,17.61
11/22/2017 16:00:00,17.76
11/24/2017 13:00:00,17.72
11/27/2017 16:00:00,17.52
11/28/2017 16:00:00,17.59
11/29/2017 16:00:00,17.27
11/30/2017 16:00:00,17.1
12/1/2017 16:00:00,16.95
12/4/2017 16:00:00,17.06
12/5/2017 16:00:00,17.01
12/6/2017 16:00:00,16.81
12/7/2017 16:00:00,16.87
12/8/2017 16:00:00,16.95
12/11/2017 16:00:00,17.13
12/12/2017 16:00:00,16.99
12/13/2017 16:00:00,17.12
12/14/2017 16:00:00,15.98
12/15/2017 16:00:00,15.88
12/18/2017 16:00:00,15.9
12/19/2017 16:00:00,15.92
12/20/2017 16:00:00,16.05
12/21/2017 16:00:00,16.12
12/22/2017 16:00:00,16.1
12/26/2017 16:00:00,16.16
12/27/2017 16:00:00,16.15
12/28/2017 16:00:00,16.25
12/29/2017 16:00:00,16.41
1/2/2018 16:00:00,16.9
1/3/2018 16:00:00,17.14
1/4/2018 16:00:00,17.32
1/5/2018 16:00:00,17.42
1/8/2018 16:00:00,17.49
1/9/2018 16:00:00,17.44
1/10/2018 16:00:00,17.19
1/11/2018 16:00:00,17.31
1/12/2018 16:00:00,17.48
1/16/2018 16:00:00,17.45
1/17/2018 16:00:00,17.54
1/18/2018 16:00:00,17.47
1/19/2018 16:00:00,17.5
1/22/2018 16:00:00,17.56
1/23/2018 16:00:00,17.7
1/24/2018 16:00:00,17.92
1/25/2018 16:00:00,17.65
1/26/2018 16:00:00,17.93
1/29/2018 16:00:00,17.62
1/30/2018 16:00:00,17.39
1/31/2018 16:00:00,17.59
2/1/2018 16:00:00,17.45
2/2/2018 16:00:00,17.03
2/5/2018 16:00:00,16.33
2/6/2018 16:00:00,16.98
2/7/2018 16:00:00,16.72
2/8/2018 16:00:00,16.18
2/9/2018 16:00:00,16.37
2/12/2018 16:00:00,16.57
2/13/2018 16:00:00,16.66
2/14/2018 16:00:00,17.02
2/15/2018 16:00:00,17.26
2/16/2018 16:00:00,17.37
2/20/2018 16:00:00,17.21
2/21/2018 16:00:00,17.11
2/22/2018 16:00:00,17.11
2/23/2018 16:00:00,17.19
2/26/2018 16:00:00,17.31
2/27/2018 16:00:00,16.93
2/28/2018 16:00:00,16.94
3/1/2018 16:00:00,16.8
3/2/2018 16:00:00,16.75
3/5/2018 16:00:00,16.69
3/6/2018 16:00:00,16.83
3/7/2018 16:00:00,16.84
3/8/2018 16:00:00,16.84
3/9/2018 16:00:00,17.09
3/12/2018 16:00:00,17.09
3/13/2018 16:00:00,16.99
3/14/2018 16:00:00,16.95
3/15/2018 16:00:00,16.94
3/16/2018 16:00:00,16.82
3/19/2018 16:00:00,16.55
3/20/2018 16:00:00,16.75
3/21/2018 16:00:00,16.79
3/22/2018 16:00:00,16.4
3/23/2018 16:00:00,16.15
3/26/2018 16:00:00,16.62
3/27/2018 16:00:00,16.37
3/28/2018 16:00:00,16
3/29/2018 16:00:00,16.28
4/2/2018 16:00:00,15.95
4/3/2018 16:00:00,16.07
4/4/2018 16:00:00,16.07
4/5/2018 16:00:00,16.2
4/6/2018 16:00:00,16.02
4/9/2018 16:00:00,16.06
4/10/2018 16:00:00,16.22
4/11/2018 16:00:00,16.07
4/12/2018 16:00:00,16.02
4/13/2018 16:00:00,15.87
4/16/2018 16:00:00,15.92
4/17/2018 16:00:00,15.92
4/18/2018 16:00:00,16.07
4/19/2018 16:00:00,15.99
4/20/2018 16:00:00,15.83
4/23/2018 16:00:00,15.77
4/24/2018 16:00:00,15.71
4/25/2018 16:00:00,15.61
4/26/2018 16:00:00,15.75
4/27/2018 16:00:00,15.84
4/30/2018 16:00:00,15.77
5/1/2018 16:00:00,15.73
5/2/2018 16:00:00,15.7
5/3/2018 16:00:00,15.63
5/4/2018 16:00:00,15.61
5/7/2018 16:00:00,15.57
5/8/2018 16:00:00,15.69
5/9/2018 16:00:00,15.67
5/10/2018 16:00:00,15.98
5/11/2018 16:00:00,15.99
5/14/2018 16:00:00,15.98
5/15/2018 16:00:00,15.65
5/16/2018 16:00:00,15.81
5/17/2018 16:00:00,15.6
5/18/2018 16:00:00,15.38
5/21/2018 16:00:00,15.43
5/22/2018 16:00:00,15.5
5/23/2018 16:00:00,15.5
5/24/2018 16:00:00,15.42
5/25/2018 16:00:00,15.59
5/29/2018 16:00:00,15.34
5/30/2018 16:00:00,15.25
5/31/2018 16:00:00,15.3
6/1/2018 16:00:00,15.47
6/4/2018 16:00:00,15.67
6/5/2018 16:00:00,15.62
6/6/2018 16:00:00,15.77
